date_of_record,month,season,station_name,state,district,avg_temp,min_temp,max_temp,wind_speed,air_pressure,elevation,latitude,longitude,rainfall
2019-07-16 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.1,26.2,30.2,13,1006.3,8,19.1167,72.85,3
2019-07-17 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.5,27.2,32.4,12.2,1006.1,8,19.1167,72.85,4.1
2019-07-18 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.9,26.6,32,11.7,1004.2,8,19.1167,72.85,7.1
2019-07-19 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.1,26.6,33.4,11.2,1002.5,8,19.1167,72.85,2
2019-07-20 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,26.2,32.2,9.1,1001.8,8,19.1167,72.85,0.3
2019-07-21 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.2,25.2,32.6,6.5,1000.3,8,19.1167,72.85,6.1
2019-07-22 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.8,25,33.4,12.8,999.7,8,19.1167,72.85,16
2019-07-23 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.7,27.8,31,12,1000.3,8,19.1167,72.85,0
2019-07-24 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.4,25.1,29,14.6,1003.3,8,19.1167,72.85,84.1
2019-07-25 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.9,24.9,30,14.2,1005.8,8,19.1167,72.85,38.1
2019-07-26 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,26,30.8,17.7,1004.5,8,19.1167,72.85,43.9
2019-07-27 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,24,30,20.5,1004.5,8,19.1167,72.85,218.9
2019-07-28 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29,24.5,30,17.8,1004.6,8,19.1167,72.85,27.9
2019-07-29 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,26,29,18.1,1003.7,8,19.1167,72.85,0.5
2019-07-30 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27,24,29,16.6,1004.4,8,19.1167,72.85,39.1
2019-07-31 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,23.4,29,18.7,1005.7,8,19.1167,72.85,65
2019-08-01 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.4,25.4,30.8,19.2,1004.9,8,19.1167,72.85,13
2019-08-02 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.7,24.2,29,20.6,1003.6,8,19.1167,72.85,42.9
2019-08-03 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.4,24.6,28,17.9,1003,8,19.1167,72.85,134.1
2019-08-04 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.3,25,28,20.7,1002.5,8,19.1167,72.85,0
2019-08-05 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.3,24,29,17.5,1002.2,8,19.1167,72.85,62
2019-08-06 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,24.8,29,19.3,1001.8,8,19.1167,72.85,8.9
2019-08-07 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,25.4,29,19.1,1000.9,8,19.1167,72.85,7.9
2019-08-08 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.3,26.2,29,18.7,1000.1,8,19.1167,72.85,1
2019-08-09 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,26,29,19.5,1000.1,8,19.1167,72.85,4.1
2019-08-10 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,26.6,29.8,21.8,1001.5,8,19.1167,72.85,3
2019-08-11 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.4,25.6,30.6,19.4,1004,8,19.1167,72.85,5.1
2019-08-12 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.4,24.8,31.2,16.7,1004.9,8,19.1167,72.85,6.1
2019-08-13 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.3,26,30,14,1005.1,8,19.1167,72.85,1
2019-08-14 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.2,26,30,12.8,1005.8,8,19.1167,72.85,3
2019-08-15 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.3,25.2,30.6,16.1,1006.5,8,19.1167,72.85,7.9
2019-08-16 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.4,25.2,30.4,17.8,1006.2,8,19.1167,72.85,6.1
2019-08-17 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.5,25.8,31,16.7,1006.1,8,19.1167,72.85,5.1
2019-08-18 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,25.6,31,12.9,1007.6,8,19.1167,72.85,4.1
2019-08-19 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,25.8,30.2,12.4,1008.9,8,19.1167,72.85,2
2019-08-20 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.1,25.5,31.4,12,1008.9,8,19.1167,72.85,1
2019-08-21 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.8,26,31,14.8,1008,8,19.1167,72.85,6.1
2019-08-22 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.9,27,31,14.3,1007.3,8,19.1167,72.85,1
2019-08-23 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.9,26.4,31.6,12.9,1007.2,8,19.1167,72.85,2
2019-08-24 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,25.4,31.2,13.8,1006.8,8,19.1167,72.85,1
2019-08-25 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,25,30.2,10.1,1005.8,8,19.1167,72.85,10.9
2019-08-26 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.4,24.6,31,11.6,1005.6,8,19.1167,72.85,7.1
2019-08-27 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,25.8,31.2,12.5,1004.5,8,19.1167,72.85,0
2019-08-28 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.5,25,31.4,12.2,1004.6,8,19.1167,72.85,6.1
2019-08-29 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.7,25.4,32.4,11.7,1005.1,8,19.1167,72.85,3
2019-08-30 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.3,25.2,30,12.7,1003.6,8,19.1167,72.85,3
2019-08-31 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.9,25.7,29.2,15.4,1002.1,8,19.1167,72.85,13
2019-09-01 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.2,25.4,28,12.2,1003.3,8,19.1167,72.85,16
2019-09-02 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,24.9,31.2,11.5,1004.7,8,19.1167,72.85,17
2019-09-03 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.4,24.6,29,14.5,1004.1,8,19.1167,72.85,131.1
2019-09-04 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,25.9,24,27,15.1,1002.9,8,19.1167,72.85,118.1
2019-09-05 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27,24.2,29,14.5,1001.7,8,19.1167,72.85,242.1
2019-09-06 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.3,24.8,29,15.5,1002.3,8,19.1167,72.85,45
2019-09-07 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.8,24.8,29,15.8,1002.5,8,19.1167,72.85,23.1
2019-09-08 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.9,23.6,28.8,13.6,1004.2,8,19.1167,72.85,119.1
2019-09-09 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.1,24.3,29,16.1,1004.2,8,19.1167,72.85,25.9
2019-09-10 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.7,24.4,30,14.2,1004.3,8,19.1167,72.85,54.1
2019-09-11 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.2,24.2,29.2,11.7,1006.9,8,19.1167,72.85,7.1
2019-09-12 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.4,26,29,14.2,1008.2,8,19.1167,72.85,5.1
2019-09-13 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.2,23,29.2,12.9,1008.7,8,19.1167,72.85,40.9
2019-09-14 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,24.6,30.6,16.6,1008.2,8,19.1167,72.85,23.1
2019-09-15 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.4,23.5,30,11,1009,8,19.1167,72.85,31
2019-09-16 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.3,24.3,29,12.4,1008,8,19.1167,72.85,8.9
2019-09-17 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.4,26,29.4,11.9,1006.9,8,19.1167,72.85,5.1
2019-09-18 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.3,24.6,31,12.2,1006.9,8,19.1167,72.85,7.9
2019-09-19 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.6,23.6,31,8,1005.8,8,19.1167,72.85,69.1
2019-09-20 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.1,24.7,29,12.1,1005.4,8,19.1167,72.85,3
2019-09-21 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.9,24.6,31.7,16.5,1005.1,8,19.1167,72.85,55.1
2019-09-22 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.7,25,33,13.4,1006.9,8,19.1167,72.85,0.8
2019-09-23 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.1,25.6,32,9.6,1008.7,8,19.1167,72.85,0
2019-09-24 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.9,25.2,31,9.4,1007.9,8,19.1167,72.85,0.5
2019-09-25 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.7,24,30,8.6,1007.2,8,19.1167,72.85,30
2019-09-26 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,25,32,10.2,1008.3,8,19.1167,72.85,1
2019-09-27 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.6,23.8,30.8,14.7,1011.7,8,19.1167,72.85,29
2019-09-28 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28,24.8,31,12.2,1011.1,8,19.1167,72.85,1
2019-09-29 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.4,25,32.2,13,1011.5,8,19.1167,72.85,0.3
2019-09-30 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.3,26,31.4,12.1,1011.1,8,19.1167,72.85,4.1
2020-07-01 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.7,26,32.2,12.4,1003,8,19.1167,72.85,8.9
2020-07-02 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.9,25.4,31.6,11.4,1002.7,8,19.1167,72.85,7.1
2020-07-03 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.1,26,29,9.1,1002,8,19.1167,72.85,10.9
2020-07-04 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.6,25.6,27.2,13,1000.4,8,19.1167,72.85,157
2020-07-05 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,24.8,29.2,16.2,1000.1,8,19.1167,72.85,200.9
2020-07-06 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.9,25,31,19.9,998.5,8,19.1167,72.85,116.1
2020-07-07 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.5,25,31,12.9,999.8,8,19.1167,72.85,30
2020-07-08 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.9,25.8,31.4,12.6,1003.1,8,19.1167,72.85,57.9
2020-07-09 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.1,26.2,31.8,12.7,1003.5,8,19.1167,72.85,20.1
2020-07-10 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.7,26.4,32,13.6,1003.8,8,19.1167,72.85,6.1
2020-07-11 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.1,26.8,32.2,12.2,1003.9,8,19.1167,72.85,1
2020-07-12 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.6,25,28.8,8.9,1004.5,8,19.1167,72.85,22.1
2020-07-13 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.2,23.8,29.8,9.9,1003.5,8,19.1167,72.85,70.1
2020-07-14 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.7,25,28.4,8.6,1003.3,8,19.1167,72.85,26.9
2020-07-15 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.3,24.4,27.2,6.6,1001.9,8,19.1167,72.85,97
2020-07-16 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.3,24.4,27,10.1,998.9,8,19.1167,72.85,191
2020-07-17 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.7,24.6,29.6,11,998.6,8,19.1167,72.85,154.9
2020-07-18 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.5,25,32,10.9,1002.2,8,19.1167,72.85,54.1
2020-07-19 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.4,25.8,32.4,11.1,1005,8,19.1167,72.85,7.9
2020-07-20 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.6,26.5,32.6,9.5,1003.6,8,19.1167,72.85,6.1
2020-07-21 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.4,26.4,33,10.1,1004.1,8,19.1167,72.85,4.1
2020-07-22 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.4,26.2,32.2,9.3,1005.6,8,19.1167,72.85,0
2020-07-23 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.7,25.4,31,8.5,1004.7,8,19.1167,72.85,49
2020-07-24 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,24.8,29,5.6,1005.6,8,19.1167,72.85,18
2020-07-25 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.7,25.4,32,9.7,1005.8,8,19.1167,72.85,9.9
2020-07-26 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.2,25.2,32,9.9,1006.7,8,19.1167,72.85,8.9
2020-07-27 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.9,25,29,9,1007.6,8,19.1167,72.85,101.1
2020-07-28 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.5,25,28,9.5,1006.4,8,19.1167,72.85,29
2020-07-29 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,24.6,30.6,6.8,1004,8,19.1167,72.85,8.9
2020-07-30 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.3,25,30,7.3,1003.8,8,19.1167,72.85,18
2020-07-31 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.5,25.4,32,7.7,1003.5,8,19.1167,72.85,8.9
2020-08-01 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.8,25.6,32,11,1003.1,8,19.1167,72.85,0.5
2020-08-02 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29,26.2,33.2,13.5,1001.9,8,19.1167,72.85,0.3
2020-08-03 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.9,26,31.6,13.9,999.8,8,19.1167,72.85,3
2020-08-04 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.4,24.8,29,18.6,996.3,8,19.1167,72.85,0
2020-08-05 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.2,24,29,18.1,993.6,8,19.1167,72.85,84.1
2020-08-06 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.4,23,28,19.7,995.2,8,19.1167,72.85,16
2020-08-07 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.9,24.2,30,15.4,1000.9,8,19.1167,72.85,79
2020-08-08 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.2,25.4,30.2,12.8,1003.9,8,19.1167,72.85,11.9
2020-08-09 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29,25,31,14.3,1003.5,8,19.1167,72.85,19.1
2020-08-10 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,27,30.2,14.1,1003,8,19.1167,72.85,0.5
2020-08-11 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,26,29.4,13.7,1004.9,8,19.1167,72.85,5.1
2020-08-12 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.3,25.4,28.8,16.1,1006,8,19.1167,72.85,31
2020-08-13 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,26,30,16.8,1004,8,19.1167,72.85,41.9
2020-08-14 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.8,24.8,28,16.3,1002.2,8,19.1167,72.85,40.9
2020-08-15 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,24.6,29.4,15.1,1001.7,8,19.1167,72.85,59.9
2020-08-16 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,25.8,29.4,26.4,1002.8,8,19.1167,72.85,19.1
2020-08-17 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.3,25.4,29,14.7,1002.5,8,19.1167,72.85,7.9
2020-08-18 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.7,24.6,30,13.2,1004,8,19.1167,72.85,45
2020-08-19 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.9,25,30,13.7,1003.6,8,19.1167,72.85,10.9
2020-08-20 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.4,23.2,28,12.1,1002.5,8,19.1167,72.85,23.1
2020-08-21 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.6,24.8,28,13.4,1003.8,8,19.1167,72.85,32
2020-08-22 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.7,24.8,29,16.3,1004.6,8,19.1167,72.85,65
2020-08-23 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.2,26,30,14.8,1005.1,8,19.1167,72.85,14
2020-08-24 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.1,25,30.8,15.9,1005.9,8,19.1167,72.85,7.9
2020-08-25 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28,24.4,31,13.5,1008.2,8,19.1167,72.85,13
2020-08-26 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.4,25.7,31,12.1,1008.6,8,19.1167,72.85,4.1
2020-08-27 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.2,26.8,30,13.3,1007.3,8,19.1167,72.85,2
2020-08-28 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.3,25,27.4,10.6,1005.7,8,19.1167,72.85,5.1
2020-08-29 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26,24.2,27,9.7,1005.1,8,19.1167,72.85,85.1
2020-08-30 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.5,23.8,28,11.8,1005.4,8,19.1167,72.85,53.1
2020-08-31 00:00:00,August,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.1,24,30,12.6,1007.2,8,19.1167,72.85,46
2020-09-01 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.6,24.2,30.2,7.8,1008.9,8,19.1167,72.85,8.9
2020-09-02 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,24.8,31,6.4,1008.1,8,19.1167,72.85,10.9
2020-09-03 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29,25.4,32,9,1007.1,8,19.1167,72.85,0
2020-09-04 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.8,25,33.6,7.1,1006.1,8,19.1167,72.85,0
2020-09-05 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.6,25.4,33.2,7.7,1005.4,8,19.1167,72.85,7.1
2020-09-06 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.8,27.8,32.8,7.8,1004.5,8,19.1167,72.85,0
2020-09-07 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,25.4,32,9.4,1006.2,8,19.1167,72.85,10.9
2020-09-08 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.1,26,33,8.6,1006.6,8,19.1167,72.85,0.5
2020-09-09 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.9,26.6,33,8.4,1005,8,19.1167,72.85,0
2020-09-10 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.7,26.6,32.8,9.1,1003.5,8,19.1167,72.85,6.1
2020-09-11 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.8,26,33,9.3,1002.3,8,19.1167,72.85,0
2020-09-12 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28,25.2,32,13.8,1003.9,8,19.1167,72.85,10.9
2020-09-13 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.4,25,31,12,1006.4,8,19.1167,72.85,25.9
2020-09-14 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.2,25.4,31,8,1006.3,8,19.1167,72.85,3
2020-09-15 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,24.6,31,7.2,1006,8,19.1167,72.85,7.1
2020-09-16 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28,25,30.8,5.9,1006.3,8,19.1167,72.85,3
2020-09-17 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.3,24.8,28.6,7.1,1006.8,8,19.1167,72.85,15
2020-09-18 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.9,26,29.6,5.6,1005.9,8,19.1167,72.85,0
2020-09-19 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,25,30,4.6,1003.4,8,19.1167,72.85,2
2020-09-20 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.2,25,33,7.3,1001.5,8,19.1167,72.85,11.9
2020-09-21 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.8,25,31.8,6.1,1000.6,8,19.1167,72.85,0
2020-09-22 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,26.8,25,28,7.1,1000.8,8,19.1167,72.85,23.1
2020-09-23 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,25.8,24.6,28,10,1002.6,8,19.1167,72.85,286
2020-09-24 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.7,23.8,30,6.5,1006.7,8,19.1167,72.85,109
2020-09-25 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.3,25.2,30,8.9,1007.7,8,19.1167,72.85,2
2020-09-26 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.9,25.4,31.6,10.8,1007.3,8,19.1167,72.85,0
2020-09-27 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.8,25,32,9.1,1008.5,8,19.1167,72.85,0
2020-09-28 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.6,25,31.8,8.4,1008.9,8,19.1167,72.85,
2020-09-29 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.9,24.9,32.4,6.9,1008.3,8,19.1167,72.85,
2020-09-30 00:00:00,September,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,29.1,24.4,32,8.8,1007.4,8,19.1167,72.85,
2021-07-01 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.2,26.2,32.4,14.3,1004.6,8,19.1167,72.85,5.1
2021-07-02 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.1,27.6,32.6,14.4,1004.9,8,19.1167,72.85,0.3
2021-07-03 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.3,27,33,15.3,1006,8,19.1167,72.85,2
2021-07-04 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.5,27.4,33,11,1006.7,8,19.1167,72.85,0
2021-07-05 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.7,28,33.2,10.5,1006.3,8,19.1167,72.85,1.8
2021-07-06 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.3,27,32,9.7,1005.2,8,19.1167,72.85,0
2021-07-07 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,30.7,26.6,33,10,1005.1,8,19.1167,72.85,18
2021-07-08 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.2,26,31,9.4,1004.9,8,19.1167,72.85,1
2021-07-09 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,28.2,24.4,31,9.7,1002.9,8,19.1167,72.85,72.9
2021-07-10 00:00:00,July,Monsoon,Bombay / Santacruz,MH,Mumbai Suburban,27.7,24.5,29,8.4,1002.1,8,19.1167,72.85,27.9
